id,popularity,revenue,vote_average,title
131366,0.41673,0,5.5,Backstairs
50379,0.638642,0,4.8,One on One
110428,0.110065,115860,7,Camille Claudel 1915
41943,0.038081,0,5,The Plot Against Harry
100271,9.491888,6748712,7.2,A Letter to Momo
157851,9.431879,1338365,5.8,Maps to the Stars
1731,1.97924,0,6.5,Helen
15942,6.39093,0,5.8,Go Fast
78463,0.466254,0,6,My Best Enemy
68247,0.837091,0,5.1,The Wrath of God
41415,0.557096,0,4.5,The Shape of Things to Come
250651,0.996049,0,8,The Case Against 8
201066,8.6054,0,5.3,Goodbye World
218425,4.701726,0,6.6,Frequencies
93837,4.783716,0,5.8,So Undercover
227700,10.860471,1200000,6.5,Mindscape
83406,0.009421,0,0,Northeast
208182,0.870064,0,0,Asylum
228028,3.761562,0,5.4,Back in the Day
126676,0.112386,0,5,Les toits de Paris
114574,1.946823,500000,3.8,Bikini Spring Break
187017,10.901496,188441614,7,22 Jump Street
244088,7.217205,5809330,7.4,Human Capital
156022,17.618057,192330738,7.1,The Equalizer
84201,1.703802,0,5.3,For Ellen
82702,12.256689,609123048,7.6,How to Train Your Dragon 2
228915,0.950974,0,5.5,Lord of Tears
102272,0.000308,0,7.7,The Sudden Wealth of the Poor People of Kombach
38195,0.184114,0,5,Bambou
194662,18.193263,103215094,7.4,Birdman
48573,0.912608,0,5.6,Lope
50028,0.107949,0,4.5,Saving Grace B. Jones
112160,9.47693,0,4.3,Sexual Chronicles of a French Family
275573,0.001218,0,0,Bitter Creek
38962,0.495447,0,6.1,Murder by Proxy
226630,1.018543,0,4.4,Blackout
254126,1.194683,0,4.5,Blood Shed
240594,0.861046,0,5.3,Born Reckless
78355,0.262854,0,6.7,"Tell Me That You Love Me, Junie Moon"
84796,0.000431,0,7.3,Play It As It Lays
87368,5.109329,201607,5.6,17 Girls
209780,2.405696,0,4.7,Crawlspace
177703,1.729206,0,6.8,Broadway Idiot
250605,0.333806,0,6,Broken Kingdom
213342,0.009412,0,6,Brooklyn Babylon
159770,2.382853,0,6,The Dirties
119575,0.504241,0,7,The Mind of Mr. Soames
172475,0.64703,0,7.5,Mrs. Pollifax: Spy
86283,0.000729,0,5.5,Snapshot
28497,0.194921,0,6.7,Brainstorm
21974,0.873309,0,5.8,Money as Debt
146521,0.396568,0,5.3,Beginning of an Unknown Era
91722,0.170552,0,5.8,Norman... Is That You?
28006,1.150804,0,5.1,I See a Dark Stranger
164379,0.721507,0,8.5,Brooklyn Dodgers: The Ghosts of Flatbush
51976,0.409433,0,6.5,Brother
140456,2.229266,0,5.8,For No Good Reason
146243,10.964552,0,5.1,Haunt
250577,1.195504,0,7,Doc of the Dead
159701,1.182339,0,5,I Do
26480,1.845877,0,5.8,The Legend of the 7 Golden Vampires
259943,5.262031,0,6.9,Coming Home
85350,6.430591,44349000,7.5,Boyhood
253279,15.028038,0,5.8,The Trials of Cate McCall
256593,0.194933,0,5.7,Tillbaka till Bromma
133558,5.112102,0,5.2,Saints and Soldiers: Airborne Creed
86297,0.463448,0,10,Tall Story
184098,7.576924,70181428,6.3,Think Like a Man Too
43868,0.119526,0,0,Thin Ice
31880,9.837218,0,5,The Pool Boys
209451,6.447072,67347013,6.8,Jersey Boys
77444,1.633246,0,4.8,The Corridor
27460,1.282504,0,3.4,Nick Fury: Agent of S.H.I.E.L.D.
58733,0.436141,0,5.7,The Pirates of Blood River
139575,0.273637,0,6.5,Bitch Hug
44769,6.311574,0,6.1,Caprice
250658,6.114898,48911,7.8,The Internet's Own Boy: The Story of Aaron Swartz
159137,0.526905,0,6.8,Anita
90829,0.07436,0,5,8 Days to Premiere
140783,0.04013,0,5,A Mother's Courage
262390,0.362159,0,6.7,112 Weddings
110823,0.060415,0,3,A Fine Pair
151431,0.701604,0,6.1,A Kid for Two Farthings
84364,0.335752,0,5,A Woman's Secret
140825,0.382406,0,5.5,The Deadly Trap
91314,18.495599,1091405097,5.8,Transformers: Age of Extinction
215042,2.244867,0,6.9,Metalhead
242102,0.998533,0,5,Russian Roulette
74629,1.554208,0,4.1,Attack of the 50 Ft. Woman
86549,1.547762,0,6.3,August
50761,0.797557,0,6.3,Our Man In Marrakesh
72473,0.974261,0,6,Belle Starr
259975,0.120938,0,8.5,Belle Starr
169607,7.035082,1503616,7.8,Finding Vivian Maier
204968,1.963912,0,6.1,Jack Strong
66762,0.468194,0,8.7,Jennifer
206192,5.654098,0,5.5,Perfect Sisters
21798,1.108885,0,5.3,Belly 2: Millionaire Boyz Club
89187,0.437779,0,4.5,Beware of Pity
171372,5.847845,645186,6.8,Frank
133411,0.1188,0,7,I Belong
13167,1.750448,0,4.4,Mama's Boy
295958,0.043929,0,0,Sound of Redemption: The Frank Morgan Story
176403,0.966462,0,6.9,In Bloom
70706,12.32849,0,5.9,Very Good Girls
43741,1.502651,0,4.5,Joe's Palace
64976,4.34926,0,5.3,Day of the Animals
80653,0.350577,0,5.6,Savage Beasts
288162,0.009437,0,0,Happy Birthday to a Beautiful Woman
180296,9.139015,0,5.3,They Came Together
248888,0.020194,0,0,Questioning Darwin
186988,2.179796,0,6.3,Honey
212899,0.140661,0,0,The Son-Daughter
218836,7.579855,151165787,5.8,Planes: Fire & Rescue
100088,1.786885,0,5,Black Gunn
127091,1.061447,0,5.9,"Shoot First, Die Later"
88061,0.001662,0,0,"So Evil, So Young"
174319,1.024055,0,8.4,Elaine Stritch: Shoot Me
120673,0.135713,0,6,Wild Oranges
50032,4.815961,0,7.7,Stuart: A Life Backwards
79255,2.704503,0,5.9,The Mortician
72951,0.823401,0,2.8,Not Another Not Another Movie
262340,1.840891,23000000,4.7,Mrs. Brown's Boys D'Movie
118887,1.432915,0,6,Sunburn
43387,2.67732,0,6.6,Francis
278878,1.812848,0,7,The Gunfighter
174352,0.666362,0,7.3,Let the Fire Burn
226486,7.359522,100525432,5,Tammy
15419,0.938742,0,7.2,Kabhi Haan Kabhi Naa
139406,1.91768,0,5.3,Radio Free Albemuth
219823,0.00022,0,6.5,The Friends
264723,0.000115,0,0,Le pélican
64246,8.732753,0,7.2,Colorful
242224,8.832788,6676471,6.5,The Babadook
28440,0.98068,0,4.8,Mystery on Monster Island
279661,2.243927,0,5.7,Killer Legends
29126,0.336935,0,4.8,Black Moon
99647,0.4644,0,7.3,Blue
108636,0.088669,0,0,Blue
114838,0.174691,0,0,Brother Rat
267999,6.313465,282358,6.6,White God
244786,64.29999,13092000,8.3,Whiplash
213635,1.170857,0,0,Luther
210577,154.801009,369330363,7.9,Gone Girl
48375,0.201927,0,5.1,Brother's Justice
92323,0.3265,0,0,Willie and Phil
152790,9.911949,0,5.5,The Angriest Man in Brooklyn
250766,7.615552,0,7.7,Life Itself
88059,0.007073,0,0,Brothers
49445,0.008414,0,0,Ride the Divide
250705,0.776164,0,6,Finding Fela
159090,0.936806,0,5.6,Duplicate
257974,0.529802,0,3.5,Missing William
184866,0.765634,0,6.5,Favor
104528,0.058682,0,4,Dogs
204007,0.016901,0,0,A mí las mujeres ni fu ni fa
252200,1.630916,0,5.8,The Sunfish
121401,0.107612,0,5.5,Eye of the Cat
86640,2.123816,0,5.4,Massacre in Dinosaur Valley
49104,0.361472,0,6,Chronicle of a Disappearance
119450,75.385211,710644566,7.3,Dawn of the Planet of the Apes
83721,1.542334,0,6.5,The Great Magician
32053,6.673398,0,4.6,The Ultimate Warrior
41517,5.251132,0,5.4,Ra.One
258750,2.237762,0,4.8,Gun Woman
108574,0.20256,0,7.3,A Child in the Crowd
335340,0.065675,0,0,Le Rebelle
26823,0.806932,0,6,Watercolors
250700,1.531619,0,7.7,The Battered Bastards of Baseball
123109,7.202832,74918,5.5,No One Lives
89873,0.212166,0,6.3,Unraveled
129974,0.298715,0,0,Buckskin Frontier
102668,1.019489,0,4.3,Budz House
169298,3.282908,0,4.2,Bullet
128437,1.623217,0,5,Bullet for a Badman
39155,0.003763,0,0,Bulletproof Salesman
211052,3.285031,0,6.7,Miss Violence
109716,0.682534,0,3.5,A Dispatch from Reuter's
101281,0.002579,0,0,Bachelor Flat
29058,1.456121,0,2.9,The Beast with a Million Eyes
80264,0.013542,0,0,The Strange One
198453,0.00273,0,5,Pierre et Djemila
84801,0.164734,0,5.7,Summer School
32143,1.423976,0,5.4,Billy Two Hats
43499,4.521805,0,5.3,Buffalo Bill
184346,8.536777,0,5.9,Deliver Us from Evil
168426,2.37094,0,7.5,If I Were You
224076,0.600061,0,5.4,The Saratov Approach
121135,0.824387,0,6.5,Jonestown: Paradise Lost
265349,0.912033,0,7.4,Charlie's Country
209920,1.001909,0,5.4,Finding Normal
85788,0.223236,0,7,Margaret Thatcher: The Long Walk to Finchley
253235,7.69684,25312387,5.7,And So It Goes
259233,1.235132,0,6,Ju-on: The Beginning of the End
227877,2.764915,0,5,Torment
254143,1.34155,0,6.6,Healing
44588,1.748059,0,4.3,Hellphone
253310,6.322381,0,5.4,Premature
40222,0.748217,0,4.6,The Brain
106402,0.505854,0,4.2,The Severed Arm
73250,0.061137,0,1,Bloodline
206574,0.061307,0,0.5,Unrated II: Scary as Hell
71704,0.809425,0,4.1,Air Panic
262267,0.256166,0,1.3,Darkest Night
148243,0.126284,0,5.7,Bluebeard
225886,27.470696,126069509,5.2,Sex Tape
105789,2.393033,0,6.2,Going Down in La-La Land
64627,0.68213,0,3.3,Operation Ganymed
98094,0.018017,0,3.8,Pinball Summer
101308,0.999281,0,3,Ride Beyond Vengeance
65096,0.882615,0,5,EMR
244267,11.901185,336472,7.5,I Origins
30146,1.116784,0,6.5,Gunbuster vs Diebuster Aim for the Top! The GATTAI!! Movie
79553,4.13924,0,7.1,The Front Line
238067,0.084771,0,7,Wrestling For Jesus: The Tale of T-Money
53482,1.270431,0,7.2,One Man Up
238636,27.756026,108782847,6.6,The Purge: Anarchy
146919,0.214007,0,5,Bullets For O'Hara
43257,0.441986,0,7,Bundle of Joy
89551,0.249638,0,6,Bush Christmas
214075,3.352204,3346257,6.5,Words and Pictures
118340,53.291601,773328629,7.9,Guardians of the Galaxy
132263,0.636497,0,5.9,The Ghost Goes West
63358,0.16285,0,5,The Nazi Officer's Wife
53870,5.536166,0,5.9,10.5
208284,1.998366,7182,6,The Strange Color of Your Body's Tears
242095,8.536786,600896,5.8,The Signal
74294,0.140747,0,6.3,The Ballroom
99324,0.142022,0,8,Busses Roar
121234,0.600459,0,6,But Not For Me
145668,1.65166,0,3.1,Butcher Boys
298158,0.062423,0,5,By Dawn's Early Light
262958,2.839854,2606000,6.5,Jimmy's Hall
200051,0.013359,0,0,Super Hero Party Clown
185460,8.742454,0,5,Willow Creek
138103,14.753545,206172544,6.1,The Expendables 3
250551,2.380826,0,5.7,Gunday
235984,6.034115,32000000,7.1,Goliyon Ki Raasleela Ram-Leela
276935,2.424208,0,6.3,Ek Villain
37737,6.100998,0,6,Kites
184315,19.606895,243400000,5.6,Hercules
282268,1.315493,0,7.2,Monty Python Live (Mostly)
279414,0.016301,0,0,Once My Mother
79773,0.306712,0,8.1,Blood in the Mobile
163710,1.602963,0,6.3,Hide Your Smiling Faces
150897,2.340258,6701,5.9,Paradise: Hope
44527,0.729211,0,5.5,Villa Amalia
56329,0.809306,0,5.9,The Detective
157849,10.432407,31554855,6.5,A Most Wanted Man
47401,0.331435,0,6,Sky Murder
159667,2.00514,0,6.4,Molly Maxwell
231576,6.149295,5483299,6.4,Wish I Was Here
12470,1.030092,0,7.3,Sandakan No. 8
158219,0.146181,0,5,Sex in Chains
87966,0.210554,0,5,Valley of the Dragons
38691,0.684674,0,6.3,Coney Island
44405,0.443542,0,6.8,Never Weaken
172542,1.519664,0,5.3,Go for Sisters
46853,6.543051,0,5.4,Playing with Love
156713,3.320044,0,5.4,C.O.G.
114577,0.402752,0,0,C'mon Man
34469,2.580637,0,5.3,Julius Caesar
70005,2.427612,0,5.2,Cafe
168031,0.228565,0,5.5,Café Metropole
44752,0.161612,0,5.5,The Wrath of Cain
113091,7.000038,0,5.1,Lust for Love
136616,0.53039,0,6.7,The Pursuit of Unhappiness
29313,0.056538,0,0,Ella y el miedo
191293,2.185467,0,7.8,Sorrow and Joy
162372,0.127155,0,0,Fugitives
215848,2.629221,0,6.1,Family United
109913,0.001859,0,0,California Conquest
108003,0.094405,0,7,Call Me Bwana
50916,0.570278,0,7.4,Two Tars
54013,3.035226,0,4.6,The Visitor
25722,0.190466,0,4,The Unholy Wife
40990,0.609043,0,5.3,The Keeper
21393,2.337524,0,4.7,Rasmus and the Vagabond
215962,9.208127,0,5.4,The Stag
31896,2.859237,0,5.3,Finding Bliss
70476,1.049284,0,6.2,Gracie's Choice
26566,1.030775,0,6.1,Father and Guns
60106,0.865623,0,5.2,Loser Takes All!
35837,1.004781,0,5.9,Boogie
82120,1.963421,0,7,Tables Turned on the Gardener
27906,1.409435,270210,6.1,Call of the Wild
244536,13.079538,0,5.5,Hellion
242088,5.61555,0,6.4,The Trip to Italy
60316,0.936181,0,7.6,Food
199977,1.504809,0,6,For a Woman
238603,12.412221,45300000,5.7,Earth to Echo
149893,2.793306,0,6.3,Two Lives
57331,6.643015,0,5.9,Largo Winch II
80705,1.059412,0,5.8,Westfront 1918
169760,1.549318,0,7.4,Maidentrip
262904,1.043893,0,6.7,Kidnapped for Christ
161056,1.108516,0,6.1,8-Ball
164419,0.083439,0,6,Maata meren alla
243683,8.588926,86165646,6.7,Step Up All In
118953,0.306761,0,4.3,The Mystery of the 13th Guest
46076,0.419399,0,4,Invasion of the Star Creatures
63333,1.106166,0,5.4,Gog
269100,11.564066,0,5.9,Video Games: The Movie
276621,0.077813,0,5.5,The Girl Who Talked to Dolphins
116495,0.722011,0,7,Val Lewton: The Man in the Shadows
438144,0.001177,0,0,Return to Life
284711,1.887713,0,4.2,Sharktopus vs Pteracuda
53865,0.184905,0,0,The Key
53425,0.331941,0,5.6,A Day's Pleasure
27270,1.354171,0,3.8,America 3000
204213,0.01674,0,0,An Eye for an Eye
92848,0.51294,0,6.3,Andy Hardy's Blonde Trouble
63334,0.116586,0,4,Sexual Life
244566,5.486893,88273,5,Life After Beth
7983,0.146824,0,6,Lowlands
69325,0.06636,0,4,Around June
50372,0.350216,0,6,C.C. and Company
209269,4.273751,0,5.4,Felony
157845,6.561373,2295423,6.1,The Rover
261813,0.050663,0,10,Slaying the Badger
4992,0.412384,0,2,Shark!
44155,3.157512,0,5.5,The Italian
239566,7.92736,31911598,6.4,Get on Up
192143,0.563171,0,4.5,The Last Mogul
217316,7.732143,0,7.3,1
242454,2.881797,0,6.9,The Suspect
167948,1.737986,0,5.7,Space Milkshake
212849,1.245958,0,6.6,The Dog
38730,0.303639,0,5.3,A Fool There Was
229297,6.626077,51029361,6.5,Magic in the Moonlight
61991,1.586668,0,6.9,Impudent Girl
61050,0.736094,0,5.6,Our Fathers
36964,1.637948,0,4.5,Pucked
60287,6.622148,0,7.3,The Thirty Nine Steps
78075,0.303398,0,5.4,Abby
139997,1.797315,0,6,And While We Were Here
265169,11.32208,0,7.6,Winter Sleep
159160,0.266326,0,5,When I Walk
53576,0.001753,0,0,What! No Beer?
252822,5.480099,0,7,In Order of Disappearance
253306,5.343018,0,6.5,Housebound
94196,0.855606,0,6.5,Zarafa
64934,0.265559,0,4.5,Le Nouveau Jean-Claude
84986,0.038308,0,4.8,Screamtime
18628,2.779711,0,5.5,Very Happy Alexander
228194,14.466789,88880821,7.3,The Hundred-Foot Journey
242643,6.0955,4571025,7.3,Batman: Assault on Arkham
192623,2.092801,0,5.5,White Frog
133786,0.558363,0,7.5,Where the Trail Ends
117959,0.411053,0,0,A Bell for Adano
30195,0.753699,0,2.2,A Lady Without Passport
151310,0.688155,0,4.2,Ambush
107891,0.566999,0,6,Ambush
193722,3.401742,0,5.4,R100
67822,0.912787,0,6.6,Rituals
201361,0.016661,0,0,American Revolutionary: The Evolution of Grace Lee Boggs
107828,0.52349,0,6.7,The Dragon Missile
42676,0.524639,0,5.8,The Fifth Cord
244610,7.752544,0,6.2,The Den
261825,0.99059,0,6.2,Zero Motivation
120212,0.441143,0,0,Blade on the Feather
161602,0.380778,0,6,Calling Bulldog Drummond
106337,1.891224,0,6,Free Samples
47517,8.878927,0,5.9,Quicksand
76757,21.463465,183987723,5.2,Jupiter Ascending
98566,22.337973,477200000,5.8,Teenage Mutant Ninja Turtles
273404,4.968243,0,6,I'll Follow You Down
296778,1.427255,0,5.7,Death in Buenos Aires
254446,0.071652,0,5,Who the F**K Is Arthur Fogel
56085,0.976349,0,4.8,Camouflage
243935,7.731183,206909,6.2,Rob the Mob
112999,0.517052,0,7.6,The Hero
48347,1.314881,0,7.6,The Old Lady and the Pigeons
137876,6.489398,0,4.7,The Reckoning
227156,12.472206,66980456,6.4,The Giver
62045,0.684859,0,6.3,Only God Knows
174337,9.197511,13769,6.1,The Pretty One
286709,2.820466,0,5.2,Revenge of the Green Dragons
53544,0.041153,0,7,Unborn in the USA: Inside the War on Abortion
59701,0.165704,0,4.5,Mr. Wong in Chinatown
210739,0.357354,0,6.5,Maniacts
54487,0.295907,0,6.8,Cane Toads: The Conquest
81543,0.074118,0,8.5,So Much So Fast
143295,0.912708,0,8,What About Dick?
42825,0.256422,0,7.1,Crossroads
53860,0.147055,0,5.1,Rendezvous
193893,15.962793,136621271,6.4,Let's Be Cops
5800,0.831305,0,4,Can I Do It Till I Need Glasses?
152756,4.328691,0,5,Paradise
240679,0.047085,0,5,My way to Olympia
124069,0.137666,0,7.2,Far Out Isn't Far Enough: The Tomi Ungerer Story
64129,1.015895,0,6.4,D-Day The Sixth of June
30057,0.001651,0,0,Direct from Brooklyn
57868,0.617547,0,3.3,The Autobiography of Miss Jane Pittman
42796,0.09055,0,8.5,The Strangler
146428,0.112462,0,7,You and Me
25032,1.524195,0,3.8,Alexander: The Neva Battle
37352,0.403008,0,7.3,An Act of Murder
198436,6.383492,0,5.3,Antboy
314285,1.734211,0,6.7,Antboy: Revenge of the Red Fury
269650,3.770032,0,6.4,Appleseed Alpha
124972,3.137385,0,4.1,Generation Um...
22937,4.799837,0,6.9,Carry On... Up the Khyber
74767,0.825397,0,7.1,The Wise Guys
69225,9.509765,0,6.1,Switch
55225,0.00876,0,0,Six Days in June
292893,0.332574,0,3.5,Snake River Desperadoes
258805,2.53601,0,4.5,Bad Johnson
108010,0.602071,0,4,Campus Rhythm
56268,1.280777,0,6.3,Captain Blood
242022,6.3567,0,6.1,The Inbetweeners 2
22555,3.30642,0,6.7,Jesse Stone: Thin Ice
36138,1.16594,0,6,State Affairs
85547,0.345772,0,5.6,The First Man
162532,0.889029,0,5,Sarraounia
178606,0.109074,0,5,Buud Yam
56354,1.167913,0,5.3,Captain Nemo and the Underwater City
71320,0.047467,0,4,Breaking Point
81828,1.073743,70,6,My Summer Story
275619,4.909894,0,2.9,Age of Tomorrow
43877,0.648007,0,6.3,Osaka Elegy
112087,0.163675,0,5.8,The Wild Party
292294,0.094121,0,0,The Phantom Stagecoach
211067,5.350658,9221,5.6,The Sacrament
212769,6.792607,122,6.2,Make Your Move
189,20.623642,39407616,6.3,Sin City: A Dame to Kill For
255491,8.936308,0,4.2,Authors Anonymous
272261,0.636188,0,4.5,The Last Blitzkrieg
213417,1.393318,0,6.3,How to Be a Man
65210,0.260309,0,4.5,Fingers at the Window
249164,9.659244,78874843,7.3,If I Stay
33209,0.321089,0,7.5,WWE: The Rise & Fall of ECW
257377,0.005029,0,0,A Circle of Deception
86997,0.000308,0,7.6,The Message
122698,1.406094,0,5.5,All the Way Home
358199,0.255935,0,7,All the Way Home
290274,0.000578,0,5,The Man Who Couldn't Say No
75785,1.083836,0,6.4,The Other F Word
123561,0.002224,0,0,A Message from Akira Kurosawa: For Beautiful Movies
95372,0.353632,0,5,The Lights of Ten Thousand Homes
265010,12.352907,0,5.7,The Canal
157823,6.35282,0,5.8,Night Moves
31937,0.812417,0,6,The Split
176069,0.236013,0,5.3,Foreign Letters
85765,0.372306,0,6.5,Boom!
82760,0.231768,0,5.6,Avalon
44022,0.47236,0,5,Bandido!
32142,1.101769,0,6.2,Barquero
360380,0.003741,0,0,Beslan: Three Days in September
211065,2.344506,0,5.9,Proxy
297677,0.327148,0,4,The Effect of Love
198460,0.008673,0,2.5,Boris Godunov
76329,1.146448,0,6.6,Happy New Year
209244,10.10786,0,5,Are You Here
41810,0.000844,0,0,Alligator Eyes
203245,0.002446,0,0,The Clown and The Kid
197696,3.223466,0,5.3,Welcome to New York
221902,6.868022,6860853,6.8,"Two Days, One Night"
257668,0.768578,0,5.9,Kummeli V
29705,0.777387,0,2.5,The Tunnel
60228,1.054826,0,6.6,Losers' Club
259761,4.08272,0,7.5,Lights Out
56702,0.312707,0,4.6,The Undertaker and His Pals
297167,0.43588,0,6.6,2AM: The Smiling Man
288427,0.0525,0,0,How the Myth Was Made: A Study of Robert Flaherty's Man of Aran
245184,0.108353,0,5,"I Love, You Love"
83310,0.000603,0,6,"If Footmen Tire You, What Will Horses Do?"
98355,0.12453,0,3.8,The Space Movie
220289,6.851243,102617,7.2,Coherence
202125,0.478877,0,7.5,Just A Gigolo
262357,1.263743,0,7,Redwood Highway
38467,0.477824,0,5.9,The Scarlet Clue
174326,2.401451,0,6.5,A Birder's Guide to Everything
91207,0.114247,0,4.3,A Woman's Tale
127812,0.412253,0,6.5,Arsène Lupin Returns
25747,1.705167,0,6.6,Beautiful
180856,0.175771,0,7,King's Faith
261101,1.706992,0,5.5,Cantinflas
282813,9.312354,13865435,4.6,The Pyramid
124470,5.364259,0,4.8,Exists
39398,0.156913,0,8,Waiting for Armageddon
209189,17.788579,265452,5.5,Life of Crime
273621,2.246531,0,4.5,Cat Run 2
256274,10.846585,40100000,6.1,"As Above, So Below"
89092,0.349938,0,6.3,Hostile Witness
64973,0.166667,0,6.4,"Peace, Propaganda & the Promised Land"
64522,0.263374,0,5.9,Reel Bad Arabs: How Hollywood Vilifies a People
285692,0.444405,0,5.5,A Blast
38462,0.738818,0,7.1,Charlie Chan in the Secret Service
40951,0.876165,0,4,The Living Ghost
47571,0.190654,0,4.1,Behind That Curtain
74950,0.377012,0,5.3,Breakout
252956,0.148613,0,0,Bullet Scars
273656,0.007059,0,0,Never Make It Home
242090,5.34697,0,6.8,The One I Love
46737,0.423559,0,5.7,Passenger Side
119700,0.274527,0,3.2,Among Us
189277,0.175575,0,5.7,See You Next Tuesday
281468,0.063515,0,7,Killing Us Softly 4: Advertising's Image Of Women
135800,0.0066,0,0,No Logo: Taking Aim at the Brand Bullies
64683,0.001684,0,0,Killing Us Softly 3: Advertising's Image of Women
88573,0.767896,0,6.1,Headshot
247182,5.818608,0,6.5,El niño
207780,4.107534,0,4.6,Antisocial
2692,0.123453,0,8,The Red Elvis
254775,0.215909,0,6.1,The Codes of Gender
241848,6.441964,2367161,6.5,The Guest
187458,0.002407,0,0,Woodstock Diary
126172,4.438003,0,3.8,Leprechaun: Origins
250777,4.641786,0,6.9,To Be Takei
402857,0.293905,0,0,Captive Heart: The James Mink Story
94590,2.093933,0,5.6,Angry Video Game Nerd: The Movie
76846,0.5448,0,6,A Guy and a Gal
242683,1.12062,0,0,Zaza
98250,0.003301,0,0,The Long Ride Home
198567,0.74982,0,5.4,The Holy Man
174314,0.843111,0,5.5,Bottled Up
40218,0.996366,0,6.2,The Beast Must Die
173300,0.000177,0,0,Getting Back to Abnormal
116569,0.606523,0,7,Vinyl
147106,0.684588,0,6.7,Oklahoma Crude
56364,0.034545,0,5.6,The Pyx
285597,0.442069,0,6.5,Nixon by Nixon: In His Own Words
117969,0.001884,0,0,House of Women
49503,0.220933,0,5.5,A Dangerous Profession
203024,0.290308,0,0,A Lady of Chance
201283,0.338197,0,0,Aaron Loves Angela
177335,5.482197,0,4.6,Alamo Bay
242131,0.673378,0,0,Ann Carver's Profession
118245,0.075281,0,7,Beauty and the Boss
35568,5.269893,0,7.2,2081
329227,0.191531,0,1,Mi Amigo Hugo
76047,0.005792,0,5,Två killar och en tjej
291162,0.00968,0,0,Slow Southern Steel
285946,0.020745,0,0,Blazing Guns
242475,0.518396,0,3,Boy of the Streets
286402,0.387212,0,0,Cardinal Richelieu
57277,0.044307,0,6,Care Bears To the Rescue
107146,0.076324,0,7,The Sell Out
52686,1.228767,0,6.4,The Little Norse Prince
124295,0.464036,0,3.8,Anna
47860,1.606076,0,7.1,"Things I Like, Things I Don't Like"
238561,0.855689,0,7.4,Return to Homs
204922,14.921298,15447154,6.2,Before I Go to Sleep
288916,0.051932,0,5,Pay 2 Play: Democracy's High Stakes
267539,0.222197,0,5.3,The New Rulers of the World
199933,1.845554,846704,3.9,Atlas Shrugged Part III: Who is John Galt?
212530,0.330752,0,7,The Great King
216859,0.391018,0,0,Career
234200,9.111867,7523634,7.7,Pride
216282,9.092925,160602194,5.8,Into the Storm
283384,4.99324,0,5.6,The Calling
188839,6.258251,0,4.3,Aftermath
192145,8.808328,1749201,5.8,Third Person
254191,6.107378,9318,5.4,Honeymoon
244517,4.18526,169976,5.7,God's Pocket
80853,0.043458,0,6,Tennessee Johnson
154400,11.695036,19054534,6.7,The Drop
80318,14.244826,0,5.7,The Motel Life
98116,0.520118,0,4.4,Pharaoh's Curse
246400,11.922021,0,7,"20,000 Days on Earth"
250650,1.527183,0,6.4,Captivated: The Trials of Pamela Smart
288130,0.862513,0,0,A Good Job: Stories of the FDNY
184322,1.457101,0,4.5,Cheech & Chong's Animated Movie
244772,9.44394,5284309,6.7,The Skeleton Twins
287590,6.751603,0,5,Saint Seiya: Legend of Sanctuary
169314,0.559969,0,6.4,Where The Dead Go to Die
3171,2.032918,0,6.5,Bambi Meets Godzilla
27740,2.731501,0,4.4,A Return to Salem's Lot
117992,0.619177,0,5.7,Advance To The Rear
83188,5.280066,0,3.5,Camel Spiders
121975,0.564402,0,0,Carnegie Hall
180252,1.329846,0,5.4,Very Ordinary Couple
135418,0.272989,0,2.5,Dim Sum: A Little Bit of Heart
88285,0.003013,0,5,Newsfront
27286,0.732748,56386,6.8,Beautiful Losers
71181,0.984959,0,4.5,Bullies
2965,1.240829,0,6.3,"20,000 Leagues Under the Sea"
32109,4.463738,0,6.4,Carry On Spying
72472,0.71879,0,4,Carson City
33814,0.756618,0,6,Cast a Dark Shadow
29328,0.736539,0,7.1,Castle in the Desert
16091,1.328618,0,6.7,Aftermath: Population Zero
96600,5.362377,0,5.1,Grassroots
72114,0.607572,0,6.1,The Groundstar Conspiracy
179799,1.061241,0,6.8,Tattoo Nation
269710,0.039949,0,5,The Shamrock Handicap
196325,3.282214,88000000,6.7,American Dreams in China
87151,1.136892,0,5.7,The Naked Face
198663,76.93789,348319861,7,The Maze Runner
136835,24.644321,53830415,5.6,No Good Deed
244506,11.153327,59744,6.7,Camp X-Ray
54336,0.039175,0,10,Hori Smoku Sailor Jerry
166643,0.662595,0,4.7,Men Without Women
171061,0.375625,0,6.5,Below Sea Level
55222,0.073793,0,5,Power and Terror: Noam Chomsky in Our Times
13434,0.157048,0,5.3,Noam Chomsky: Distorted Morality
193827,0.162008,0,5,A Beast at Bay
79611,1.042112,73000,6.4,Target
26376,0.471208,0,6.5,Castle on the Hudson
109565,0.175573,0,4.4,Catacombs
34064,0.579393,0,6.8,Marilena de la P7
179519,0.997899,0,8.3,"Uncle Marin, the Billionaire"
16986,0.774954,0,6.8,The Obama Deception
79016,0.80436,0,6.8,Homevideo
343693,0.961941,0,5.5,Aladin
248504,5.281329,0,4.5,Sharknado 2: The Second One
270302,6.967835,2146041,5.9,The Riot Club
169917,14.914924,53181600,6.2,A Walk Among the Tombstones
223632,2.025628,0,7.3,The Galapagos Affair: Satan Came to Eden
282296,11.127162,7527232,6.1,My Old Lady
95966,0.003241,0,0,Thomasine & Bushrod
261855,0.388844,0,7.7,1971
358724,0.014272,0,0,The Other One
261770,0.374794,0,4.4,Affluenza
